zip,facility_count,total_capacity,county,city
93022,3,46,VENTURA,OAK VIEW
92386,3,115,SAN BERNARDINO,SUGAR LOAF/BIG BEAR
95030,3,171,SANTA CLARA,LOS GATOS
95917,3,43,BUTTE,BIGGS
95929,3,70,BUTTE,CHICO
96027,3,52,SISKIYOU,ETNA
94613,3,107,ALAMEDA,OAKLAND
94104,3,36,SAN FRANCISCO,SAN FRANCISCO
93615,3,162,TULARE,CUTLER
93624,3,85,FRESNO,FIVE POINTS
90704,3,90,LOS ANGELES,AVALON
93660,3,95,FRESNO,SAN JOAQUIN
95372,3,138,TUOLUMNE,SOULSBYVILLE
95010,3,88,SANTA CRUZ,CAPITOLA
95002,3,92,SANTA CLARA,ALVISO
92273,3,55,IMPERIAL,SEELEY
94963,3,102,MARIN,SAN GERONIMO
91602,3,42,LOS ANGELES,NORTH HOLLYWOOD
93925,3,105,MONTEREY,GONZALES
93962,3,56,MONTEREY,SPRECKELS
92256,3,79,SAN BERNARDINO,MORONGO VALLEY
96104,3,41,MODOC,CEDARVILLE
92241,3,68,RIVERSIDE,DESERT HOT SPRINGS
92352,3,50,SAN BERNARDINO,LAKE ARROWHEAD
95322,3,90,MERCED,GUSTINE
92655,3,86,ORANGE,MIDWAY CITY
90068,3,54,LOS ANGELES,LOS ANGELES
93261,3,239,TULARE,RICHGROVE
92628,3,186,ORANGE,COSTA MESA
95703,3,42,PLACER,APPLEGATE
93407,3,162,SAN LUIS OBISPO,SAN LUIS OBISPO
95709,3,52,EL DORADO,CAMINO
96114,3,96,LASSEN,JANESVILLE
95327,3,46,TUOLUMNE,JAMESTOWN
95228,3,57,CALAVERAS,COPPEROPOLIS
92549,3,54,RIVERSIDE,IDYLLWILD
96118,3,84,SIERRA,LOYALTON
92252,3,58,SAN BERNARDINO,JOSHUA TREE
96039,2,29,SISKIYOU,HAPPY CAMP
95562,2,38,HUMBOLDT,RIO DELL
96052,2,34,TRINITY,LEWISTON
95615,2,77,SACRAMENTO,COURTLAND
96056,2,35,SHASTA,MCARTHUR
92210,2,123,RIVERSIDE,INDIAN WELLS
96148,2,44,PLACER,TAHOE VISTA
96035,2,38,TEHAMA,GERBER
96032,2,38,SISKIYOU,FORT JONES
92847,2,49,ORANGE,HUNTINGTON BEACH
96028,2,45,SHASTA,FALL RIVER MILLS
96120,2,50,ALPINE,MARKLEEVILLE
95672,2,45,EL DORADO,RESCUE
96009,2,48,LASSEN,BIEBER
95918,2,28,YUBA,BROWNS VALLEY
92661,2,119,ORANGE,NEWPORT BEACH
90058,2,138,LOS ANGELES,LOS ANGELES
92539,2,34,RIVERSIDE,ANZA
92382,2,68,SAN BERNARDINO,RUNNING SPRINGS
92378,2,36,SAN BERNARDINO,RIMFOREST
92372,2,38,SAN BERNARDINO,PINON HILLS
90089,2,209,LOS ANGELES,LOS ANGELES
95653,2,100,YOLO,MADISON
90010,2,245,LOS ANGELES,LOS ANGELES
95938,2,41,BUTTE,DURHAM
92325,2,48,SAN BERNARDINO,CRESTLINE
95946,2,28,NEVADA,PENN VALLEY
95638,2,260,SACRAMENTO,HERALD
92315,2,54,SAN BERNARDINO,BIG BEAR LAKE
92275,2,52,IMPERIAL,SALTON CITY
92270,2,193,RIVERSIDE,RANCHO MIRAGE
93040,2,38,VENTURA,PIRU
92182,2,200,SAN DIEGO,SAN DIEGO
93066,2,86,VENTURA,SOMIS
93656,2,71,FRESNO,RIVERDALE
93453,2,50,SAN LUIS OBISPO,SANTA MARGARITA
95053,2,65,SANTA CLARA,SANTA CLARA
95045,2,38,SAN BENITO,SAN JUAN BAUTISTA
94038,2,26,SAN MATEO,MOSS BEACH
93440,2,50,SANTA BARBARA,LOS ALAMOS
94037,2,82,SAN MATEO,MONTARA
95415,2,113,MENDOCINO,BOONVILLE
95412,2,28,SONOMA,ANNAPOLIS
93652,2,40,FRESNO,RAISIN CITY
94035,2,127,SANTA CLARA,MOFFETT FIELD
91522,2,138,LOS ANGELES,BURBANK
95379,2,69,TUOLUMNE,TUOLUMNE
93437,2,96,SANTA BARBARA,VANDENBERG AFB
95445,2,30,MENDOCINO,GUALALA
91608,2,218,LOS ANGELES,UNIVERSAL CITY
95306,2,30,MARIPOSA,CATHEYS VALLEY
93249,2,120,KERN,LOST HILLS
93254,2,36,SANTA BARBARA,CUYAMA
95310,2,95,TUOLUMNE,COLUMBIA
93266,2,38,KINGS,STRATFORD
94971,2,48,MARIN,TOMALES
93272,2,29,TULARE,TIPTON
95343,2,87,MERCED,MERCED
94005,2,38,SAN MATEO,BRISBANE
94956,2,49,MARIN,PT. REYES STATION
93285,2,44,KERN,WOFFORD HEIGHTS
93501,2,34,KERN,MOJAVE
95328,2,34,STANISLAUS,KEYES
95460,2,116,MENDOCINO,MENDOCINO
90895,2,74,LOS ANGELES,CARSON
90831,2,93,LOS ANGELES,LONG BEACH
93532,2,28,LOS ANGELES,LAKE ELIZABETH
91962,2,56,SAN DIEGO,PINE VALLEY
95470,2,64,MENDOCINO,REDWOOD VALLEY
95469,2,53,MENDOCINO,POTTER VALLEY
95466,2,28,MENDOCINO,PHILO
93609,2,113,FRESNO,CARUTHERS
91125,2,128,LOS ANGELES,PASADENA
94525,2,54,CONTRA COSTA,CROCKETT
95454,2,74,MENDOCINO,LAYTONVILLE
94143,2,123,SAN FRANCISCO,SAN FRANCISCO
94130,2,81,SAN FRANCISCO,SAN FRANCISCO
94970,1,20,MARIN,STINSON BEACH
93591,1,24,LOS ANGELES,PALMDALE
92329,1,48,SAN BERNARDINO,PHELAN
92326,1,84,SAN BERNARDINO,CREST PARK
90632,1,24,ORANGE,CYPRESS
94973,1,14,MARIN,WOODACRE
95925,1,24,YUBA,CHALLENGE
93920,1,20,MONTEREY,BIG SUR
95017,1,24,SANTA CRUZ,DAVENPORT
93924,1,15,MONTEREY,CARMEL VALLEY
95934,1,14,PLUMAS,CRESCENT MILLS
95935,1,26,YUBA,DOBBINS
93621,1,24,FRESNO,DUNLAP
93605,1,15,FRESNO,BIG CREEK
93602,1,24,FRESNO,AUBERRY
95975,1,14,NEVADA,ROUGH & READY
93665,1,42,MERCED,DOS PALOS
93643,1,20,MADERA,NORTH FORK
92283,1,32,IMPERIAL,WINTERHAVEN
93608,1,21,FRESNO,CANTUA CREEK
93616,1,30,FRESNO,DEL REY
92309,1,40,SAN BERNARDINO,BAKER
92310,1,192,SAN BERNARDINO,FT. IRWIN
95041,1,60,SANTA CRUZ,MOUNT HERMON
90742,1,36,ORANGE,SUNSET BEACH
91708,1,14,SAN BERNARDINO,CHINO
95955,1,22,COLUSA,MAXWELL
93620,1,67,MERCED,DOS PALOS
92861,1,14,ORANGE,VILLA PARK
96025,1,20,SISKIYOU,DUNSMUIR
96008,1,44,SHASTA,BELLA VISTA
94937,1,18,MARIN,INVERNESS
96084,1,15,SHASTA,ROUND MOUNTAIN
96087,1,48,SHASTA,SHASTA
96088,1,30,SHASTA,SHINGLETOWN
96090,1,44,TEHAMA,TEHAMA
91371,1,120,LOS ANGELES,WOODLAND HILLS
91370,1,14,SAN BERNARDINO,RANCHO CUCAMONGA
94511,1,14,CONTRA COSTA,BETHEL ISLAND
96107,1,16,MONO,COLEVILLE
94514,1,30,CONTRA COSTA,BYRON
96117,1,14,LASSEN,LITCHFIELD
94599,1,30,NAPA,YOUNTVILLE
94592,1,14,SOLANO,VALLEJO
96137,1,24,LASSEN,WESTWOOD
96140,1,14,PLACER,CARNELIAN BAY
90840,1,45,LOS ANGELES,LONG BEACH
91109,1,66,LOS ANGELES,PASADENA
94586,1,24,ALAMEDA,SUNOL
96151,1,14,EL DORADO,SOUTH LAKE TAHOE
96160,1,14,NEVADA,TRUCKEE
91385,1,30,LOS ANGELES,VAL VERDE
94101,1,80,SAN MATEO,BURLINGAME
96069,1,24,SHASTA,OAK RUN
94915,1,85,MARIN,SAN RAFAEL
93954,1,24,MONTEREY,SAN LUCAS
96017,1,17,SHASTA,CASTELLA
92257,1,21,IMPERIAL,NILAND
94924,1,30,MARIN,BOLINAS
94923,1,15,SONOMA,BODEGA BAY
96023,1,60,SISKIYOU,DORRIS
93562,1,24,SAN BERNARDINO,TRONA
94922,1,14,SONOMA,BODEGA
94020,1,15,SAN MATEO,LA HONDA
94060,1,30,SAN MATEO,PESCADERO
90747,1,65,LOS ANGELES,CARSON
96037,1,14,SISKIYOU,GREENVIEW
96038,1,14,SISKIYOU,GRENADA
96049,1,49,SHASTA,REDDING
96055,1,14,TEHAMA,LOS MOLINOS
96057,1,36,SISKIYOU,MCCLOUD
96062,1,23,SHASTA,MILLVILLE
96065,1,15,SHASTA,MONTGOMERY CREEK
95919,1,12,YUBA,BROWNSVILLE
93516,1,30,KERN,BORON
90608,1,75,LOS ANGELES,WHITTIER
95659,1,36,SUTTER,E. NICOLAUS
95432,1,15,MENDOCINO,ELK
95428,1,30,MENDOCINO,COVELO
95641,1,24,SACRAMENTO,ISLETON
95426,1,14,LAKE,COBB
92662,1,12,ORANGE,NEWPORT BEACH
95652,1,14,SACRAMENTO,MCCLELLAN PARK
95423,1,24,LAKE,CLEARLAKE OAKS
95421,1,16,SONOMA,CAZADERO
95418,1,77,MENDOCINO,CALPELLA
95416,1,20,SONOMA,BOYES HOT SPRINGS
95914,1,12,BUTTE,BANGOR
93201,1,24,TULARE,ALPAUGH
93206,1,24,KERN,BUTTONWILLOW
95385,1,14,STANISLAUS,TURLOCK
95383,1,100,TUOLUMNE,TWAIN HARTE
92657,1,48,ORANGE,NEWPORT COAST
95374,1,20,MERCED,STEVINSON
93242,1,40,FRESNO,LATON
95674,1,30,SUTTER,RIO OSO
95676,1,21,SUTTER,ROBBINS
95435,1,14,LAKE,FINLEY
91905,1,40,SAN DIEGO,BOULEVARD
91906,1,29,SAN DIEGO,CAMPO
95449,1,24,MENDOCINO,HOPLAND
95551,1,14,HUMBOLDT,LOLETA
95556,1,15,HUMBOLDT,ORLEANS
95537,1,14,HUMBOLDT,FIELDS LANDING
95528,1,24,HUMBOLDT,CARLOTTA
95567,1,24,DEL NORTE,SMITH RIVER
95570,1,20,HUMBOLDT,TRINIDAD
95525,1,24,HUMBOLDT,BLUE LAKE
95585,1,16,MENDOCINO,LEGGETT
95524,1,14,HUMBOLDT,BAYSIDE
92842,1,36,ORANGE,GARDEN GROVE
92878,1,14,RIVERSIDE,CORONA
91963,1,23,SAN DIEGO,POTRERO
92003,1,15,SAN DIEGO,BONSALL
95612,1,14,YOLO,CLARKSBURG
95465,1,14,SONOMA,OCCIDENTAL
95464,1,14,LAKE,NICE
95623,1,24,EL DORADO,DIAMOND SPRINGS
91916,1,45,SAN DIEGO,DESCANSO
95452,1,15,SONOMA,KENWOOD
91802,1,56,LOS ANGELES,ALHAMBRA
93265,1,14,TULARE,SPRINGVILLE
95684,1,16,EL DORADO,SOMERSET
92548,1,14,RIVERSIDE,HOMELAND
92518,1,72,RIVERSIDE,MARCH AIR RESERVE BA
93450,1,24,MONTEREY,SAN ARDO
92086,1,24,SAN DIEGO,WARNER SPRINGS
92091,1,12,SAN DIEGO,RANCHO SANTA FE
92401,1,14,SAN BERNARDINO,SAN BERNARDINO
93466,1,14,SAN LUIS OBISPO,PASO ROBLES
95192,1,48,SANTA CLARA,SAN JOSE
93512,1,10,MONO,BENTON
93513,1,23,INYO,BIG PINE
95547,1,12,HUMBOLDT,HYDESVILLE
93517,1,15,MONO,BRIDGEPORT
93527,1,24,KERN,INYOKERN
92368,1,250,SAN BERNARDINO,ORO GRANDE
92365,1,14,SAN BERNARDINO,NEWBERRY SPRINGS
92363,1,61,SAN BERNARDINO,NEEDLES
92356,1,24,SAN BERNARDINO,LUCERNE VALLEY
93541,1,15,MONO,LEE VINING
95903,1,72,YUBA,BEALE AFB
93553,1,22,LOS ANGELES,PEARBLOSSOM
95220,1,14,SAN JOAQUIN,ACAMPO
92561,1,14,RIVERSIDE,MOUNTAIN CENTER
95686,1,24,SAN JOAQUIN,THORNTON
95232,1,24,CALAVERAS,FRENCH CAMP
93271,1,30,TULARE,THREE RIVERS
95690,1,33,SACRAMENTO,WALNUT GROVE
93283,1,32,KERN,WELDON
95693,1,14,SACRAMENTO,WILTON
92052,1,173,SAN DIEGO,ESCONDIDO
93403,1,44,SAN LUIS OBISPO,SAN LUIS OBISPO
95329,1,24,MARIPOSA,LA GRANGE
95712,1,24,PLACER,COLFAX
95323,1,14,STANISLAUS,HICKMAN
93423,1,23,SAN LUIS OBISPO,ATASCADERO
95735,1,22,EL DORADO,TWIN BRIDGES
95319,1,20,STANISLAUS,EMPIRE
92061,1,40,SAN DIEGO,PAUMA VALLEY
95318,1,26,MARIPOSA,EL PORTAL
95316,1,24,STANISLAUS,DENAIR
95255,1,24,CALAVERAS,WEST POINT
93432,1,14,SAN LUIS OBISPO,CRESTON
92070,1,30,SAN DIEGO,SANTA YSABEL
95237,1,14,SAN JOAQUIN,LOCKEFORD
94573,1,30,NAPA,RUTHERFORD
